Date,Open,High,Low,Close,Price_Range,Monthly_Change,MA_3,Returns,Cumulative_Returns,Volatility,YearMonth,MA_20,Upper_Band,Lower_Band,Year
2007-03-01,29.3,31.58,23.31,28.14,2.305924086221692,23989.281403051133,28.976666666666663,-0.017263067423780597,2.2584269662921357,0.08568823085030194,2007-03,19.298000000000002,30.73215308809994,7.863846911900065,2007
2007-04-01,27.0,31.99,26.2,30.31,1.9738176619123762,25404.739124944674,29.026666666666667,0.07428563938346883,2.4325842696629225,0.06416997733405445,2007-04,20.142500000000002,32.22523213265418,8.059767867345826,2007
2007-05-01,30.66,36.14,29.11,33.51,2.1523427579481376,25257.0918014844,30.653333333333332,0.10036621067950723,2.68940609951846,0.06223842320583218,2007-05,21.153,34.170494463423566,8.135505536576433,2007
2007-06-01,33.89,36.38,30.4,35.98,2.003127065616699,25014.1513437508,33.26666666666666,0.07111932677316808,2.8876404494382037,0.017346792540868607,2007-06,22.3025,36.30768982753405,8.29731017246595,2007
2007-07-01,35.98,41.04,35.02,37.93,2.0091988798186504,24969.53481018034,35.806666666666665,0.05277912717842055,3.044141252006422,0.025605195093835402,2007-07,23.5285,38.51460623210713,8.542393767892875,2007
2007-08-01,37.5,39.0,30.2,36.99,2.3655730824008687,24192.438869801405,36.96666666666667,-0.025094749856444932,2.9686998394863577,0.0508377730007771,2007-08,24.6925,40.078633025347344,9.306366974652653,2007
2007-09-01,37.4,41.75,35.3,41.36,2.0724334408541365,25614.14863649696,38.76,0.11166662435581107,3.3194221508828265,0.06914629386945197,2007-09,25.994,42.414483228994335,9.573516771005664,2007
2007-10-01,41.8,47.3,33.6,43.48,2.803714957400306,24883.607786544053,40.60999999999999,0.04998683205283498,3.48956661316212,0.06906899864965899,2007-10,27.362000000000002,44.84335319343684,9.880646806563163,2007
2007-11-01,44.4,50.98,40.02,46.18,2.580118664113909,24915.414314166672,43.673333333333325,0.06024574167334057,3.70626003210273,0.03526775108498951,2007-11,28.666999999999994,47.68841850928219,9.645581490717799,2007
2007-12-01,46.4,54.0,45.0,49.81,2.3872730439946395,25436.89670145312,46.49,0.07566896315884278,3.997592295345106,0.01367766811922637,2007-12,30.183000000000003,50.88368506367032,9.482314936329686,2007
2008-01-01,49.99,55.56,30.24,50.54,3.4429152211948164,24525.68934810243,48.843333333333334,0.014549334874856067,4.0561797752809,0.0326592548436106,2008-01,31.8085,53.569543197710715,10.047456802289283,2008
2008-02-01,50.88,53.97,44.4,49.42,2.4468863780642462,23895.822475999117,49.923333333333325,-0.02240990139958405,3.966292134831462,0.049730940058793895,2008-02,33.49849999999999,55.215845262788406,11.781154737211583,2008
2008-03-01,48.9,48.9,24.11,33.75,3.420395897945037,19835.863055216672,44.56999999999999,-0.27213285915713137,2.7086677367576253,0.16706647351906936,2008-03,34.378,54.505352010320905,14.250647989679099,2008
2008-04-01,33.9,35.8,28.51,34.06,2.1863640172460364,24402.797476472948,39.07666666666667,0.009143257916003391,2.7335473515248805,0.16551702580198974,2008-04,35.189,53.757310185848766,16.62068981415123,2008
2008-05-01,34.3,36.88,30.03,31.13,2.1281585580883453,23366.79510898064,32.98,-0.0899516907810255,2.4983948635634037,0.1551034785363188,2008-05,35.822500000000005,52.782544531967375,18.86245546803264,2008
2008-06-01,31.22,32.22,22.62,22.85,2.449936989418213,21796.544601090394,29.346666666666668,-0.27213285915713137,1.8338683788121997,0.13080139987217418,2008-06,35.826,52.77473682608826,18.87726317391174,2008
2008-07-01,22.85,30.5,20.4,25.45,2.4995853256481926,25177.039883739217,26.476666666666663,0.10776462565631789,2.0425361155698236,0.17392804262155837,2008-07,35.832499999999996,52.76436329784299,18.900636702157005,2008
2008-08-01,25.0,28.98,24.62,26.83,1.7236970044143716,24931.32564947369,25.043333333333333,0.05280492144100094,2.153290529695024,0.18585479285907083,2008-08,35.8255,52.772899086274975,18.878100913725017,2008
2008-09-01,26.68,29.8,21.7,24.13,2.2860898097359206,23557.881229088754,25.469999999999995,-0.10606478480059234,1.9365971107544142,0.10497492445627543,2008-09,35.524,53.09872395530762,17.94927604469238,2008
2008-10-01,24.6,25.0,11.01,13.58,2.8249654059449156,21018.546330460038,21.513333333333332,-0.27213285915713137,1.0898876404494384,0.22414859796878306,2008-10,34.7715,54.71786838070901,14.825131619291003,2008
2008-11-01,14.79,17.8,11.25,12.26,2.0866316872024404,23564.05902500418,16.656666666666663,-0.10225619162248471,0.9839486356340291,0.17841696678120683,2008-11,33.977500000000006,56.17283272417521,11.782167275824808,2008
2008-12-01,12.4,16.56,11.13,15.03,1.9160370122316865,25186.63900594361,13.62333333333333,0.20370627325681778,1.206260032102729,0.2568826323242141,2008-12,33.213499999999996,56.939519716314564,9.487480283685429,2008
2009-01-01,15.28,18.34,11.48,12.24,2.129516152599291,23406.793246711226,13.176666666666664,-0.20533892668070297,0.9823434991974321,0.19610197123681164,2009-01,32.15,57.65982555800804,6.640174441991956,2009
2009-02-01,12.19,12.5,9.9,10.26,1.3068629857844543,23749.79198735175,12.509999999999998,-0.17645643734155653,0.8234349919743181,0.2078573452721168,2009-02,30.863999999999997,58.09592971108499,3.632070288914999,2009
2009-03-01,10.0,11.24,8.16,9.98,1.4373818543965158,24346.18843995054,10.826666666666663,-0.027669749419250753,0.8009630818619586,0.08191699633548655,2009-03,29.466500000000003,58.00879900746573,0.9242009925342742,2009
2009-04-01,10.04,17.51,9.94,15.45,2.2218650986387907,26084.57605416472,11.896666666666663,0.264479716959067,1.2399678972712684,0.2568826323242141,2009-04,28.389499999999998,57.35884530444934,-0.5798453044493428,2009
2009-05-01,15.94,28.84,14.76,25.12,2.8314794350571684,27328.936593700997,16.849999999999998,0.264479716959067,2.016051364365972,0.2568826323242141,2009-05,27.577499999999997,55.919687171850555,-0.7646871718505643,2009
2009-06-01,25.6,31.08,23.0,29.68,2.283732806150712,25652.90844671647,23.416666666666668,0.16680907669918166,2.3820224719101133,0.2129352347466892,2009-06,26.8875,54.25473732763993,-0.4797373276399348,2009
2009-07-01,29.7,33.16,24.83,31.93,2.3128403737545904,25058.810074804656,28.909999999999997,0.07307258842751095,2.5626003210272885,0.25611168685500446,2009-07,26.175,52.13310430188169,0.21689569811831433,2009
2009-08-01,31.98,35.18,29.0,33.45,2.0331555622068573,24816.884132726012,31.686666666666667,0.04650577984754688,2.6845906902086694,0.06822126633767553,2009-08,25.357000000000003,49.11716134979771,1.5968386502022938,2009
2009-09-01,33.8,41.3,32.0,40.99,2.4190471410657692,26668.27125587051,35.45666666666666,0.2032763479420087,3.28972712680578,0.0912667655816001,2009-09,24.8795,46.823145981180254,2.9358540188197466,2009
2009-10-01,41.2,52.34,36.8,47.31,2.9321971190923612,26313.302769933445,40.583333333333336,0.14339355512681054,3.7969502407704674,0.08570721909721168,2009-10,24.774,46.23586669666139,3.3121333033386158,2009
2009-11-01,46.58,54.98,42.84,50.57,2.6819323664104058,25623.83567838024,46.29,0.06663682544883485,4.058587479935796,0.07543855053451624,2009-11,25.615,49.71402858928899,1.5159714107110034,2009
2009-12-01,50.98,55.67,48.6,53.41,2.157645656188726,25122.681470621563,50.43,0.05463947925978711,4.286516853932585,0.051925149166690165,2009-12,26.5825,53.498149820562716,-0.3331498205627206,2009
2010-01-01,53.6,57.58,46.42,49.84,2.5980418534483705,23185.720477120307,51.27333333333333,-0.06918011987248111,4.000000000000001,0.07228910809469757,2010-01,27.518,56.33274885503859,-1.296748855038583,2010
2010-02-01,49.0,51.48,44.6,47.32,2.1322263288305576,23827.40874501493,50.19,-0.051884835369011686,3.797752808988765,0.06467564393338453,2010-02,28.741499999999995,58.773995576064195,-1.290995576064205,2010
2010-03-01,47.8,52.06,47.3,50.97,1.799624660569188,25359.75472010972,49.376666666666665,0.07430418524176419,4.090690208667737,0.07589217884408031,2010-03,30.017500000000002,61.59022298744765,-1.5552229874476495,2010
2010-04-01,50.67,59.48,48.8,57.1,2.5545321697824837,26418.2159402307,51.79666666666666,0.11356689231001425,4.582664526484751,0.08510762817957224,2010-04,31.531,65.28697562693628,-2.2249756269362777,2010
2010-05-01,56.94,58.08,50.66,57.57,2.202988849033255,24550.93836161372,55.21333333333333,0.00819748202575377,4.620385232744783,0.05497069822047073,2010-05,33.202999999999996,68.68407284914474,-2.278072849144742,2010
2010-06-01,56.7,59.9,52.6,53.83,2.1876517864948877,23459.153187520824,56.166666666666664,-0.06717066611485238,4.320224719101123,0.08919316223478617,2010-06,35.2155,70.5759414565203,-0.1449414565203071,2010
2010-07-01,53.55,60.94,53.02,58.99,2.2646936551340877,26094.35693277254,56.79666666666666,0.09153700544211799,4.7343499197431775,0.07744119692828648,2010-07,37.552,72.70071000103476,2.403289998965228,2010
2010-08-01,59.4,68.88,59.01,62.22,2.4770220835108763,25247.478463089737,58.346666666666664,0.05330855345450691,4.99357945425361,0.08024466800992647,2010-08,39.911500000000004,75.03002429161927,4.792975708380737,2010
2010-09-01,62.8,71.74,62.51,70.3,2.4117141503939323,26770.625890696778,63.836666666666666,0.12209530734712815,5.642054574638842,0.03691924431826332,2010-09,42.814499999999995,77.90064029859414,7.728359701405857,2010
2010-10-01,70.9,76.0,68.21,71.86,2.2489791236702055,24655.236035593247,68.12666666666667,0.02194798286875339,5.767255216693417,0.05374792375707407,2010-10,45.8945,79.74104066129715,12.047959338702846,2010
2010-11-01,72.2,77.6,58.0,61.21,3.172601263584214,21027.270058305254,67.79,-0.16040920682239423,4.912520064205455,0.13121020100439312,2010-11,48.456,78.38585511773188,18.52614488226813,2010
2010-12-01,61.8,68.36,55.44,62.54,2.7444773434701895,24585.678228497465,65.20333333333333,0.021495777166716645,5.019261637239162,0.09371320172821565,2010-12,50.810500000000005,76.98047755564872,24.640522444351287,2010
2011-01-01,62.98,63.54,49.39,52.59,2.8365199149379063,21202.147399418514,58.78,-0.17328036442844238,4.2207062600321,0.09658397508209264,2011-01,52.184000000000005,75.3926938338564,28.975306166143607,2011
2011-02-01,53.0,57.69,46.71,51.29,2.581923998274047,23818.087650453133,55.47333333333333,-0.025030186200075775,4.116372391653288,0.08975745063546778,2011-02,53.2645,73.93523239860497,32.59376760139504,2011
2011-03-01,51.84,65.2,50.8,61.98,2.8543392670252956,27650.713405486196,55.28666666666667,0.18931595095842513,4.974317817014443,0.17055173390642214,2011-03,54.766999999999996,73.15020182867185,36.38379817132814,2011
2011-04-01,62.0,68.26,60.5,61.02,2.2453207267299566,24045.449531823073,58.096666666666664,-0.015610073071078461,4.897271268057782,0.12400432012628929,2011-04,56.145500000000006,71.71811628290948,40.57288371709054,2011
2011-05-01,61.26,61.68,54.5,60.07,2.172098375700931,23979.926813391357,61.02333333333333,-0.015691130426453564,4.821027287319419,0.12159659261931206,2011-05,57.0995,71.01212580687432,43.186874193125675,2011
2011-06-01,60.4,63.39,54.8,62.38,2.342321401596845,24979.091943830837,61.156666666666666,0.03773416231758713,5.006420545746385,0.03069179715373399,2011-06,57.852999999999994,71.15206700328616,44.553932996713826,2011
2011-07-01,63.0,68.0,61.36,62.13,2.099255190335102,24079.80875744147,61.526666666666664,-0.004015747104054711,4.986356340288921,0.028049693253850188,2011-07,58.431,71.39799112930092,45.464008870699075,2011
2011-08-01,62.9,63.96,50.51,55.61,2.7850670489548004,22117.914810080365,60.04,-0.11086592287612988,4.463081861958264,0.07107171326880057,2011-08,58.541,71.36518915052415,45.71681084947584,2011
2011-09-01,56.0,60.08,51.2,54.5,2.3743041009788217,23883.37588685098,57.413333333333334,-0.020162339530274246,4.373996789727124,0.05283753458167918,2011-09,58.774,71.09190036790704,46.45609963209295,2011
2011-10-01,53.8,64.8,48.1,62.9,3.0062566680696245,27302.211913597796,57.669999999999995,0.14334546203719645,5.04815409309791,0.12404272794821315,2011-10,59.553,70.73958614027016,48.366413859729825,2011
2011-11-01,62.2,63.7,52.04,54.49,2.6416296430393618,21992.641406735005,57.29666666666666,-0.14352896511138782,4.373194221508825,0.13537566385624325,2011-11,59.729,70.44799622166182,49.010003778338174,2011
2011-12-01,57.0,59.8,47.4,47.72,2.703171351079025,21527.693994978297,55.03666666666667,-0.13266660136529163,3.8298555377207038,0.1514477486750904,2011-12,59.260000000000005,71.21311366614532,47.30688633385469,2011
2012-01-01,47.92,66.5,46.11,65.99,3.2139813942657574,30385.19340490237,56.06666666666666,0.264479716959067,5.296147672552163,0.2568826323242141,2012-01,59.681,71.9718385222062,47.3901614777938,2012
2012-02-01,65.9,74.8,63.6,69.14,2.601592196241932,25382.2416432538,60.949999999999996,0.04663021909814824,5.548956661316208,0.22943378156404345,2012-02,60.4465,73.10456216980852,47.788437830191484,2012
2012-03-01,69.0,77.88,66.2,73.46,2.6433382606459106,25775.85269483753,69.52999999999999,0.060607605898042594,5.895666131621182,0.17342395494029045,2012-03,61.17,75.07067624254304,47.26932375745696,2012
2012-04-01,73.62,76.1,69.11,70.07,2.1470142060615895,23250.08523707979,70.88999999999999,-0.047246298009078765,5.623595505617971,0.05725258664168523,2012-04,61.5625,76.02015632167918,47.10484367832081,2012
2012-05-01,70.4,70.59,58.85,66.02,2.64844849210728,22996.242579238973,69.85,-0.059537015957395474,5.298555377207057,0.06422955918770594,2012-05,61.3485,75.38208869209683,47.314911307903174,2012
2012-06-01,65.45,70.6,62.14,67.83,2.3276790147926465,25106.70554659824,67.97333333333331,0.027046848532941314,5.443820224719096,0.04516861342214723,2012-06,61.14699999999999,74.65083041175629,47.643169588243694,2012
2012-07-01,68.15,73.19,67.57,72.85,1.9469119451998085,25853.66215246598,68.89999999999999,0.0713979576832256,5.846709470304971,0.06470138529638698,2012-07,61.729000000000006,76.21209780762611,47.24590219237391,2012
2012-08-01,73.0,74.78,65.27,65.97,2.440759908668053,22195.653934550566,68.88333333333333,-0.09920243940643433,5.294542536115565,0.08340488262079727,2012-08,61.90049999999999,76.50475817500175,47.29624182499822,2012
2012-09-01,66.2,77.69,64.46,76.44,2.768396495245322,27684.346587553136,71.75333333333333,0.14730602613729268,6.134831460674151,0.12121073506432917,2012-09,63.092999999999996,78.37540281465824,47.81059718534174,2012
2012-10-01,76.4,84.2,75.6,82.29,2.3434397607797943,26241.303238688786,74.89999999999999,0.0737434742455494,6.604333868378807,0.12145972085530372,2012-10,64.643,81.12607086871736,48.15992913128264,2012
2012-11-01,82.54,89.6,82.22,88.48,2.197900156097373,26257.657591821666,82.40333333333335,0.07252694415640318,7.101123595505612,0.04671919594553986,2012-11,65.96799999999999,85.52377028856057,46.41222971143941,2012
2012-12-01,89.2,95.0,88.01,92.84,2.1470142060615895,25510.94091542554,87.87,0.04810104363221169,7.451043338683783,0.015254238319104545,2012-12,67.559,90.33262176776137,44.78537823223863,2012
2013-01-01,93.2,107.0,93.2,104.41,2.8110882207564867,28011.71271834176,95.24333333333334,0.11744787489578257,8.379614767255209,0.03756245705283416,2013-01,69.776,97.56141487903325,41.99058512096674,2013
2013-02-01,104.41,107.8,93.4,94.5,2.854339267025294,21342.601829902385,97.25,-0.09972562180232189,7.584269662921342,0.10575833204977143,2013-02,71.38199999999999,101.01885372888577,41.74514627111421,2013
2013-03-01,94.0,100.15,83.42,85.71,3.008108967581236,21820.264360585923,94.87333333333333,-0.09763032958890577,6.878812199036911,0.11885398082456869,2013-03,72.561,102.52245235746132,42.599547642538695,2013
2013-04-01,85.7,101.8,83.43,100.28,3.1050091894307625,29164.916579242672,93.49666666666667,0.15699676837930132,8.048154093097907,0.1418454649752532,2013-04,74.7945,106.06667392675583,43.52232607324417,2013
2013-05-01,100.99,109.43,97.2,97.49,2.689330037617537,23265.424112628734,94.49333333333333,-0.02821646464891257,7.824237560192609,0.12836091475957193,2013-05,76.94399999999999,108.25254626892931,45.63545373107067,2013
2013-06-01,99.0,102.94,87.15,92.2,2.948574555497954,22264.543616738098,96.65666666666668,-0.05578967807863196,7.399678972712674,0.11560783446250943,2013-06,78.409,109.69261326553206,47.12538673446795,2013
2013-07-01,92.4,100.4,57.71,64.76,4.0085784821116315,16479.03925530471,84.81666666666666,-0.27213285915713137,5.1974317817014395,0.13864876416501723,2013-07,78.9225,108.86124157957254,48.98375842042746,2013
2013-08-01,66.0,67.81,43.22,48.65,3.4117813366271053,19220.655595921628,68.53666666666666,-0.27213285915713137,3.9044943820224676,0.12109839286383052,2013-08,78.96900000000001,108.70589602603411,49.23210397396591,2013
2013-09-01,49.2,78.94,44.8,57.5,3.7644043606510036,27035.726769722205,56.97,0.16713313917129077,4.614767255216688,0.23419062261158471,2013-09,78.5445,109.28690580593599,47.80209419406401,2013
2013-10-01,58.0,76.44,56.08,73.76,3.212437242736995,29574.538608755844,59.970000000000006,0.24903163144503365,5.919743178170138,0.24866449960667475,2013-10,78.7755,109.28894240442932,48.26205759557067,2013
2013-11-01,74.0,77.27,64.65,73.74,2.7208332472378154,24270.818056081673,68.33333333333333,-0.0002711864423400404,5.91813804173354,0.13405891478966403,2013-11,78.7895,109.29292895306594,48.28607104693407,2013
2013-12-01,74.4,83.0,71.63,74.02,2.616556407826506,24233.17928550584,73.83999999999999,0.0037899341520113983,5.940609951845899,0.15036595935018668,2013-12,78.987,109.30329549650787,48.670704503492125,2013
2014-01-01,74.74,76.35,60.8,61.59,2.9328568074582413,20404.060392183652,69.78333333333335,-0.18383580725905793,4.943017656500797,0.09348306968681948,2014-01,78.7655,109.54194586367966,47.98905413632035,2014
2014-02-01,61.54,62.7,58.42,60.95,1.7078544727353993,24167.385893704544,65.52,-0.010445663771671339,4.89165329052969,0.09104093578761428,2014-02,78.42150000000001,109.85929440167695,46.98370559832308,2014
2014-03-01,60.52,83.36,60.34,82.7,3.3417988884067924,31856.27369363529,68.41333333333334,0.264479716959067,6.637239165329047,0.23845099040114254,2014-03,78.914,110.29285201348537,47.53514798651463,2014
2014-04-01,83.45,94.98,80.8,88.14,2.838673217024096,25850.417611144054,77.26333333333334,0.06370685738419538,7.073836276083461,0.17715561951799577,2014-04,80.0225,111.04032229622196,49.00467770377803,2014
2014-05-01,88.8,117.6,86.98,113.89,3.6466566801040523,32920.14438254656,94.91000000000001,0.2563066108724187,9.14044943820224,0.14222393949976442,2014-05,81.89500000000001,116.33502659085724,47.45497340914278,2014
2014-06-01,114.8,117.57,101.62,108.38,2.9589325829923045,22378.609164014062,103.47000000000001,-0.049589500148291686,8.698234349919735,0.15983584579985072,2014-06,83.1995,119.62191384815567,46.77708615184433,2014
2014-07-01,108.43,114.46,100.44,108.21,2.8271409491991304,24283.371189825895,110.16000000000001,-0.0015697865544108088,8.68459069020866,0.16938922739150228,2014-07,84.186,122.24271911073906,46.129280889260954,2014
2014-08-01,107.4,118.69,103.31,114.33,2.92158922352819,26582.58557653682,110.30666666666667,0.05501521997032119,9.175762439807375,0.05123470461837991,2014-08,85.26050000000001,125.49708689878113,45.02391310121888,2014
2014-09-01,114.6,126.85,107.18,111.7,3.1763293972953757,23449.908694279133,111.41333333333334,-0.02327229747872351,8.964686998394855,0.040341251289840875,2014-09,85.625,126.71503080528116,44.53496919471884,2014
2014-10-01,112.1,137.8,109.2,136.83,3.573209208282274,32787.52776446583,120.95333333333333,0.20292257331656371,10.981540930979122,0.11921871517960038,2014-10,87.7415,134.69825604100805,40.78474395899195,2014
2014-11-01,137.1,143.91,132.44,142.08,2.6252660865443236,25944.59689633674,130.20333333333335,0.03765099985214116,11.402889245585863,0.12146843398425505,2014-11,90.56,143.4016048204444,37.71839517955562,2014
2014-12-01,142.08,155.0,134.0,154.57,3.244932306058139,28446.822422744837,144.49333333333334,0.08425678892036724,12.405296950240757,0.09227399367880111,2014-12,93.2745,153.3070327503435,33.241967249656504,2014
2015-01-01,154.4,179.0,150.47,172.5,3.5705777994911045,30395.797796794195,156.38333333333333,0.10975016830718734,13.844301765650068,0.038553135608987335,2015-01,97.025,166.75550846312774,27.294491536872272,2015
2015-02-01,172.5,173.88,156.1,172.55,3.071097196641211,24368.194789285335,166.54,0.00028981307259813284,13.848314606741562,0.058601653787408656,2015-02,101.0425,178.43972825854476,23.645271741455247,2015
2015-03-01,174.8,182.0,156.8,163.31,3.437855231270404,20882.124926830893,169.45333333333335,-0.05503681445536057,13.106741573033696,0.08308616522596178,2015-03,105.97,186.1399360897313,25.80006391026872,2015
2015-04-01,162.8,172.8,154.53,167.96,3.0993324432546507,26003.144269116103,167.94000000000003,0.028075620727340697,13.479935794542525,0.04082994866791644,2015-04,111.9355,191.90223320825368,31.96876679174632,2015
2015-05-01,170.0,176.96,157.8,176.52,3.148882410361191,26447.762618045723,169.26333333333332,0.049708328585354004,14.166934189406089,0.05355062580970054,2015-05,117.8865,198.50825291543794,37.264747084562075,2015
2015-06-01,177.0,179.4,158.9,168.6,3.2196253882383012,21787.65321467437,171.02666666666667,-0.04590513883359153,13.53130016051363,0.04889876047612616,2015-06,122.6285,203.47839113035036,41.778608869649645,2015
2015-07-01,169.0,175.58,156.45,165.74,3.147247002507482,23339.125318563492,170.28666666666666,-0.017108750146858573,13.301765650080245,0.048113038603173584,2015-07,127.22850000000001,206.82572853546066,47.63127146453937,2015
2015-08-01,165.9,169.19,118.0,137.9,4.209129208760708,16387.16067258322,157.41333333333333,-0.1838915106216403,11.06741573033707,0.07728636242362001,2015-08,130.42249999999999,206.05786902381357,54.787130976186404,2015
2015-09-01,135.61,155.5,127.0,145.92,3.569448202442257,27707.90270241819,149.85333333333332,0.05652974152676501,11.71107544141251,0.10900579748888392,2015-09,134.63899999999998,203.18794521818955,66.0900547818104,2015
2015-10-01,146.96,155.94,141.73,151.82,2.8408224002270015,25905.60415218018,145.21333333333334,0.03963708226260093,12.184590690208656,0.118452416715282,2015-10,139.1825,198.60480694914108,79.76019305085893,2015
2015-11-01,151.73,157.96,144.03,153.3,2.820601635846928,24848.645464727688,150.34666666666666,0.00970117728914646,12.303370786516844,0.024197138161777737,2015-11,142.7125,196.08726867939563,89.33773132060438,2015
2015-12-01,153.0,154.52,133.71,145.23,3.2353819538454145,21974.77597483904,150.11666666666667,-0.05407809325805589,11.65569823434991,0.046338576158907595,2015-12,145.56699999999998,192.35280490974458,98.7811950902554,2015
2016-01-01,145.0,149.9,126.45,149.38,3.361396891095292,25749.943816844607,149.3033333333333,0.028174702309208037,11.98876404494381,0.04163247039641306,2016-01,147.3415,191.69761737315497,102.98538262684501,2016
2016-02-01,150.4,157.85,132.74,137.67,3.4340454825060687,20524.462291687527,144.09333333333333,-0.08163387785406886,11.048956661316202,0.05432583390391914,2016-02,148.80599999999998,189.53127646508915,108.08072353491082,2016
2016-03-01,138.8,175.12,138.35,172.91,3.8451434150510657,36335.68198695506,153.31999999999996,0.22791171084184628,13.877207062600311,0.15765237456166575,2016-03,152.041,189.32163355007248,114.76036644992752,2016
2016-04-01,172.02,190.44,165.33,188.73,3.4340454825060687,29906.518986844512,166.43666666666664,0.08754619433334988,15.146869983948623,0.15459900352931025,2016-04,155.761,192.031800144992,119.490199855008,2016
2016-05-01,189.8,209.0,181.28,206.39,3.539681200807677,29864.476288255773,189.34333333333333,0.08945016057123617,16.56420545746387,0.09017778320704853,2016-05,160.4955,197.26670181824295,123.72429818175704,2016
2016-06-01,206.4,223.0,201.14,221.3,3.287184294889676,29275.701451285204,205.47333333333336,0.06975166423571985,17.760834670947016,0.011692403221757748,2016-06,164.719,208.73561977983053,120.70238022016946,2016
2016-07-01,221.96,247.18,221.35,243.44,3.4641737654569695,31603.120813363992,223.71,0.09535125853171167,19.537720706260018,0.014443529956087234,2016-07,169.78699999999998,224.7965253378431,114.77747466215686,2016
2016-08-01,244.0,275.0,240.68,272.56,3.7701139265225017,34212.97335696478,245.76666666666665,0.11298826776399543,21.87479935794541,0.023528319739505543,2016-08,175.6865,246.78077078108902,104.59222921891099,2016
2016-09-01,273.3,290.0,231.2,250.85,4.275206168850137,17833.913111389335,255.61666666666667,-0.08300362242244916,20.132423756019246,0.10421192588786629,2016-09,179.60399999999998,258.1980130035365,101.00998699646344,2016
2016-10-01,253.41,265.5,245.8,253.52,3.177923425848797,24387.065757781864,258.9766666666667,0.010587564452403492,20.346709470304965,0.09511133644286573,2016-10,183.65249999999997,268.78626320145946,98.51873679854047,2016
